TIME,Cp[0]:1,Cp[1]:1,Cp[2]:1,Cp[3]:1,Cp[4]:1,Cp[5]:1,Cp[6]:1,Cp[7]:1,Cp[8]:1,Cp[9]:1,Cp[10]:1,Cp[11]:1,Cp[12]:1,Cp[13]:1,Cp[14]:1,Cp[15]:1,Cp[16]:1,Cp[17]:1,Cp[18]:1,Cp[19]:1,Cp[20]:1
17.44,0.00335627,0.00343853,0.00307226,0.00343753,0.00268059,0.00363988,0.00380714,0.00321478,0.00389933,0.00347494,0.0026278,0.00257313,0.00326482,0.00317552,0.00306888,0.00350297,0.00366679,0.00362247,0.00295676,0.0036469,0.00361951
17.46,0.00290117,0.00338128,0.00344604,0.00352019,0.0032792,0.00294696,0.00279939,0.00382045,0.00309149,0.00304137,0.00298872,0.00356051,0.00323622,0.00342936,0.00341178,0.00325769,0.0026624,0.00295618,0.00338634,0.00313746,0.00334814
17.48,0.0028524,0.00306946,0.00306658,0.0027079,0.00276095,0.00267575,0.00350707,0.00311462,0.00390962,0.00348569,0.00262613,0.00381745,0.00333297,0.00323623,0.00384356,0.00336737,0.00278468,0.00290558,0.00303604,0.00303934,0.00316993
17.5,0.00303383,0.00340925,0.00311127,0.00341526,0.00339555,0.00339715,0.00280674,0.00362786,0.00327671,0.00316241,0.00254372,0.00280533,0.00269468,0.0034638,0.00316439,0.00299532,0.00331753,0.00305049,0.00324083,0.00333616,0.00329207
17.52,0.00312722,0.00332441,0.00319452,0.00285182,0.00327824,0.00326574,0.00266857,0.0031891,0.00282604,0.0025153,0.00341472,0.00342328,0.00316265,0.00347162,0.00349107,0.00318926,0.00335651,0.0028307,0.00285753,0.00339312,0.00337169
17.54,0.00339863,0.00272367,0.0027877,0.0032068,0.0028528,0.00315216,0.00367237,0.00323587,0.00334609,0.00339536,0.00275111,0.00353685,0.00358816,0.00295803,0.0034789,0.00276313,0.00362364,0.00319981,0.0032747,0.00285006,0.00247025
17.56,0.00359392,0.0030412,0.00386088,0.00291257,0.00268647,0.00270393,0.00309906,0.00348023,0.00272719,0.00336289,0.00331875,0.00287816,0.00320606,0.00282599,0.00291044,0.00297335,0.00313449,0.00262895,0.00324059,0.00311821,0.00326022
17.58,0.00309619,0.00284356,0.00302956,0.00335294,0.00345952,0.00284076,0.00355061,0.00319157,0.00311176,0.00332489,0.00297673,0.00325642,0.00328074,0.00317646,0.00293748,0.00254379,0.00284663,0.00317543,0.00387315,0.00353796,0.00312315
17.6,0.00275284,0.00257238,0.00315231,0.00348201,0.00321112,0.00291534,0.00301095,0.00330258,0.00284544,0.00283408,0.00316938,0.0030055,0.00313139,0.00286604,0.00303815,0.00318934,0.0033957,0.00306768,0.00262236,0.00318109,0.00271653
17.62,0.0027641,0.0029322,0.00294517,0.00266865,0.00354621,0.00297906,0.00311521,0.00273278,0.00334775,0.00330384,0.00327441,0.00361611,0.00286626,0.00332463,0.00298269,0.00312863,0.00284758,0.00276671,0.00244714,0.00281079,0.0033787
17.64,0.00305327,0.0032218,0.00326499,0.00349849,0.00303717,0.00321066,0.00312285,0.00318394,0.00328667,0.00262504,0.00242482,0.00304322,0.00298142,0.00300995,0.0027187,0.00288981,0.00301546,0.00346343,0.00263975,0.00290937,0.00352621
17.66,0.00236377,0.00299892,0.00254198,0.00290577,0.00272845,0.00307567,0.00271367,0.00270505,0.00245622,0.00336185,0.00303564,0.00294454,0.00302356,0.00298166,0.00275567,0.0027673,0.00286827,0.00340668,0.00241056,0.00287325,0.0031096
17.68,0.00310521,0.00304523,0.00310804,0.00306787,0.00263049,0.00278573,0.00304215,0.00254591,0.00264997,0.00290821,0.0029547,0.00257882,0.00274861,0.00287104,0.0029664,0.00306833,0.00311739,0.00271249,0.00319453,0.00340533,0.00325806
17.7,0.00289006,0.00284546,0.00249362,0.00280938,0.00271338,0.00327714,0.00290468,0.00351546,0.00286933,0.00297498,0.00251343,0.00253138,0.00358349,0.00301198,0.00280075,0.00274259,0.00285079,0.00231758,0.00292251,0.00332344,0.00303069
17.72,0.0029283,0.0027863,0.00287838,0.00336327,0.00321347,0.00300664,0.00283029,0.00305249,0.00330219,0.00252151,0.00285094,0.00252284,0.00267897,0.00219259,0.00255515,0.0025368,0.00274082,0.00301128,0.00268631,0.00322985,0.00293339
17.74,0.00269222,0.0030472,0.00263681,0.00303959,0.00313323,0.0029184,0.00315552,0.00285482,0.00261743,0.00292114,0.00278526,0.00251964,0.00243713,0.00259553,0.00260455,0.00258981,0.00335289,0.00285077,0.00275202,0.00240626,0.00286163
17.76,0.00296656,0.00285911,0.00312641,0.00300804,0.0027562,0.00299759,0.00284552,0.00288481,0.00296699,0.00322411,0.00245153,0.0027396,0.00262634,0.00252622,0.00256685,0.00277428,0.00253981,0.00275459,0.00241046,0.00279177,0.00262903
17.78,0.00284377,0.00305721,0.00273852,0.00264839,0.00294968,0.00265239,0.00284437,0.00299795,0.00306417,0.0023775,0.00281787,0.00238941,0.00263857,0.00306692,0.00268442,0.00242498,0.00272186,0.00275103,0.00274298,0.00282099,0.002765
17.8,0.00259145,0.00261471,0.00223531,0.00265558,0.00238265,0.00262975,0.00245753,0.00299496,0.00255837,0.00283808,0.00271267,0.00226591,0.00274426,0.00269483,0.00250362,0.00271652,0.003396,0.00227013,0.00247724,0.00294599,0.00207006
17.82,0.00259507,0.00259667,0.00284679,0.00273345,0.00243486,0.00294259,0.00275872,0.00298304,0.00270495,0.00234322,0.00248594,0.00275427,0.00252198,0.00302704,0.00261336,0.00252186,0.00255474,0.00286172,0.00291504,0.00303248,0.00291271
17.84,0.00275754,0.00217169,0.00285354,0.00312455,0.00230179,0.00201032,0.00218746,0.00279379,0.0027953,0.00263872,0.00211732,0.00247406,0.00214239,0.00290146,0.00251005,0.00266638,0.00292883,0.00260056,0.00296211,0.00279999,0.00283775
17.86,0.00227819,0.00282142,0.00330902,0.00281298,0.00282727,0.00279968,0.00272611,0.00211534,0.00277641,0.00277303,0.00265964,0.00239446,0.00270511,0.00257334,0.00273324,0.00308632,0.00259817,0.00290337,0.00306173,0.00278207,0.00244086
17.88,0.00268593,0.00315747,0.0024468,0.00286886,0.00294686,0.00271155,0.0023126,0.00259213,0.00279869,0.00250056,0.00272009,0.00282918,0.00280262,0.00232267,0.00295737,0.00261003,0.00271052,0.00253346,0.00221949,0.00285046,0.00269772
17.9,0.00238956,0.00273543,0.00271841,0.00241751,0.00290374,0.00214862,0.00275983,0.00244645,0.00297569,0.00236666,0.00255136,0.00245988,0.00273057,0.00249881,0.00258186,0.00285471,0.00236163,0.0024068,0.00250466,0.00242997,0.00267494
17.92,0.00245159,0.00283686,0.00237147,0.00195163,0.00249983,0.00281909,0.00259686,0.00241899,0.00261379,0.00252946,0.00295079,0.00214588,0.00260951,0.0026236,0.0026167,0.00239047,0.00269194,0.00263737,0.00239083,0.00212344,0.00219981
17.94,0.00222909,0.00253902,0.00289244,0.00237497,0.0026686,0.00239392,0.0023586,0.0024073,0.00267391,0.00255202,0.00274163,0.00240963,0.00247592,0.00267242,0.00231094,0.00264562,0.00265225,0.00227023,0.00254513,0.00258854,0.00269479
17.96,0.00242612,0.00245422,0.00236587,0.00274524,0.00251115,0.00239348,0.00272692,0.00254153,0.00300539,0.0027686,0.00266687,0.00291926,0.00283549,0.00298554,0.00261053,0.00251792,0.00215424,0.00253065,0.00215471,0.00256615,0.00208017
17.98,0.00247975,0.0023176,0.00207976,0.00236413,0.00203574,0.00229739,0.00173845,0.00228467,0.00233599,0.00233544,0.00236213,0.00245099,0.00266531,0.00249037,0.00291157,0.00237677,0.00266437,0.00269301,0.00253524,0.00262377,0.00271222
18,0.00238068,0.00236418,0.0026882,0.00237605,0.00256915,0.00282609,0.00290884,0.00217285,0.00270988,0.00241999,0.00252333,0.00245813,0.00235035,0.00252911,0.00274468,0.00263955,0.00214247,0.0026065,0.00209221,0.00218013,0.0024234
18.02,0.00247452,0.00251595,0.00206958,0.00268096,0.00261561,0.0025518,0.00223746,0.00233419,0.00220041,0.00234136,0.00236514,0.00258842,0.00216056,0.00213086,0.002835,0.0028838,0.00254796,0.00251006,0.00238601,0.00219303,0.00238666
18.04,0.00243553,0.0026338,0.00223311,0.00267056,0.00247377,0.00268252,0.00230744,0.00237365,0.00242958,0.0024422,0.00205325,0.00270049,0.00234784,0.00244974,0.0024642,0.00210028,0.00237996,0.00241514,0.0030561,0.00269272,0.00272426
18.06,0.0022895,0.00237429,0.00195105,0.00259461,0.00247864,0.00237783,0.00265501,0.00226404,0.00256962,0.00213195,0.00208321,0.00207157,0.0022674,0.00216622,0.00258081,0.00299902,0.00264861,0.00249368,0.00267588,0.00211232,0.00210295
18.08,0.00243903,0.00264888,0.00263303,0.00261501,0.00253323,0.00230262,0.00247825,0.00198973,0.00273358,0.00260143,0.00288685,0.00242331,0.00252773,0.00280785,0.00227911,0.0020044,0.00257143,0.00229354,0.00235539,0.00234459,0.00226259
18.1,0.00221143,0.00226495,0.00265031,0.0028473,0.00237214,0.00258919,0.00241773,0.00233821,0.00211098,0.00226566,0.00244757,0.00223229,0.00242909,0.00238582,0.00231542,0.0023238,0.00222702,0.00256654,0.00258432,0.00211249,0.00230514
18.12,0.00230282,0.00234283,0.00211735,0.00218417,0.00220584,0.00236413,0.00242897,0.00236299,0.00198156,0.00242693,0.00237784,0.00282292,0.00209516,0.00251608,0.00246481,0.00273828,0.0022614,0.00234798,0.00167868,0.00239845,0.00257155
18.14,0.00246134,0.00232175,0.0024862,0.00189002,0.0021562,0.00256673,0.00250116,0.00202583,0.00229648,0.00240793,0.00218084,0.0020686,0.0024554,0.00200813,0.00233771,0.00209489,0.00221956,0.00237982,0.0024425,0.0025226,0.00203876
18.16,0.00270884,0.00231936,0.00204481,0.00223652,0.00232131,0.00236903,0.0023889,0.0024813,0.00203667,0.00213192,0.00216328,0.00266039,0.00238609,0.00200966,0.00236135,0.00254463,0.00252659,0.00236665,0.00201471,0.00248247,0.00227834
18.18,0.00198681,0.00229989,0.00213617,0.0024537,0.00234997,0.00254244,0.0024111,0.00213469,0.00223441,0.00245047,0.0020077,0.00225644,0.00244401,0.00246062,0.00258213,0.00223145,0.00234205,0.00206063,0.00232988,0.0023555,0.00231775
18.2,0.00226343,0.00251419,0.00209366,0.0017746,0.00194125,0.00226586,0.00187335,0.00212617,0.00176576,0.00244064,0.00222671,0.00251929,0.00227048,0.00217099,0.00265244,0.00210134,0.00197119,0.00233408,0.00183593,0.00200861,0.0018425
18.22,0.00291999,0.0023207,0.00230973,0.00224049,0.00243535,0.00221978,0.00227305,0.00199437,0.00220169,0.00231209,0.00222849,0.00214399,0.00218824,0.00237673,0.00202472,0.00232191,0.00240113,0.00259628,0.00214167,0.00245936,0.00223834
18.24,0.00194962,0.00242503,0.00208269,0.00211527,0.00240805,0.00200078,0.00182911,0.00246412,0.00227769,0.00224226,0.00238018,0.0018533,0.00211588,0.00243845,0.00235599,0.00221138,0.00216893,0.00231386,0.00245101,0.00231689,0.00187925
18.26,0.00199571,0.00184329,0.00243811,0.00214931,0.00219477,0.00205633,0.00230351,0.00212694,0.00199252,0.0021143,0.00240965,0.00208277,0.00262989,0.00218188,0.00188102,0.00194437,0.00223091,0.00258275,0.0019481,0.00225083,0.00228106
18.28,0.00185277,0.0022213,0.00168607,0.00213774,0.00201802,0.0021679,0.00224158,0.0025523,0.00174442,0.00217932,0.00247382,0.0022124,0.00198932,0.00216413,0.00195948,0.0019469,0.002332,0.00194717,0.0024695,0.00224722,0.00234256
18.3,0.00194544,0.00194498,0.00212819,0.00201444,0.00202247,0.00251952,0.00225678,0.00234351,0.00216004,0.00185793,0.00211316,0.00198419,0.00237284,0.00221886,0.00222131,0.00246537,0.00181814,0.00227735,0.00209701,0.00203176,0.00230517
18.32,0.00180887,0.00186987,0.00203484,0.00196693,0.0020106,0.0020633,0.0028115,0.00224467,0.00245451,0.00237022,0.00204524,0.00183484,0.0023637,0.00204467,0.00226218,0.00222758,0.00221771,0.00213751,0.0023044,0.00216726,0.00205655
18.34,0.00168875,0.00181951,0.00217364,0.00218742,0.00164678,0.00241087,0.00223664,0.00169315,0.00203308,0.00214321,0.00214927,0.002491,0.00202719,0.00221664,0.00244843,0.00202619,0.00244341,0.00218205,0.00199464,0.00236631,0.00246456
18.36,0.00227698,0.0019517,0.00239589,0.00227413,0.00222687,0.00232027,0.00179754,0.00181912,0.00222605,0.0017418,0.00165612,0.00186653,0.00218208,0.00207345,0.00212376,0.00203738,0.00177639,0.00231325,0.00202769,0.00200975,0.00200889
18.38,0.00175685,0.00182763,0.00210672,0.00186175,0.00189491,0.00204076,0.00224123,0.00212658,0.00193845,0.00231339,0.00192228,0.00202349,0.00207593,0.0020955,0.00211551,0.00205648,0.00230689,0.00195647,0.00178424,0.00193673,0.00221661
18.4,0.00221879,0.00219928,0.00183802,0.00230021,0.00208207,0.00175481,0.00211185,0.00146646,0.0019734,0.00208385,0.00211169,0.0018861,0.00206756,0.00182493,0.00199256,0.00222639,0.00221299,0.00182982,0.00195727,0.00207899,0.00199983
18.42,0.00160273,0.00175326,0.00202902,0.00197458,0.00202125,0.00208362,0.00183809,0.00206286,0.00210173,0.00200353,0.00183685,0.00232381,0.0018504,0.00196254,0.00174784,0.00178875,0.00191702,0.00189316,0.00189273,0.00193487,0.00185412
18.44,0.00230794,0.00190067,0.00160683,0.00148054,0.00208139,0.00209605,0.0022115,0.00191996,0.00152683,0.00165575,0.00202575,0.00214802,0.00187549,0.00202115,0.00214279,0.00198106,0.00218258,0.00198572,0.00241346,0.0020878,0.00199158
18.46,0.00217054,0.00188802,0.00219936,0.00217911,0.00205647,0.00220966,0.00205687,0.00219912,0.00187137,0.00193015,0.00219056,0.00220703,0.00212813,0.00189438,0.00177458,0.0021791,0.00186687,0.00179646,0.00185166,0.00175428,0.00141156
18.48,0.0021131,0.00174906,0.00180745,0.00199035,0.00205534,0.00210438,0.00187917,0.00213848,0.00193317,0.00185212,0.002241,0.00177922,0.0022009,0.00201569,0.00202029,0.00200606,0.00229861,0.00185664,0.00209082,0.00188329,0.00214554
18.5,0.00174484,0.00186164,0.00173472,0.00218247,0.00207873,0.00185266,0.00168729,0.00217237,0.00144553,0.00209564,0.00219589,0.00209615,0.00186439,0.00167209,0.00182826,0.00191049,0.00143921,0.00193419,0.00197883,0.00163428,0.0019648
18.52,0.00197136,0.0019347,0.00185891,0.00203592,0.00176692,0.00204169,0.00193785,0.00218096,0.00198465,0.00190165,0.00179943,0.00170018,0.00193682,0.00207747,0.00158686,0.00219881,0.00192558,0.0017108,0.00210761,0.00207615,0.00169693
18.54,0.00186469,0.00191544,0.00191048,0.00201464,0.00170771,0.0018373,0.00209348,0.00183324,0.00194891,0.00182852,0.00178721,0.00210028,0.0021354,0.001811,0.00194117,0.00164219,0.00208164,0.00193798,0.0016403,0.00196852,0.00184646
18.56,0.00190724,0.00196072,0.00173514,0.0016894,0.00191806,0.0022388,0.00149819,0.00165297,0.00152268,0.00189744,0.00173613,0.0018827,0.00193953,0.00202766,0.00209504,0.00170339,0.00197289,0.00163316,0.00204882,0.00186944,0.00208135
18.58,0.00191833,0.00210168,0.00213824,0.00188447,0.00175193,0.0021384,0.0021107,0.00167045,0.00144814,0.00207144,0.00192145,0.00161782,0.001979,0.00187982,0.00201914,0.0018612,0.00177222,0.00208523,0.00193214,0.00189919,0.00157486
18.6,0.00175065,0.00175026,0.00176525,0.00192585,0.00197531,0.00158026,0.00227443,0.00168834,0.00194093,0.00206932,0.00207898,0.00178897,0.00177973,0.00181698,0.00208495,0.00158236,0.00195082,0.00189438,0.00150615,0.00178156,0.0017234
18.62,0.00174207,0.00206493,0.00182017,0.00191334,0.00161367,0.00183558,0.00181829,0.00192812,0.00182303,0.00183239,0.00155981,0.00215011,0.0017441,0.00181467,0.00189369,0.00160963,0.00181854,0.00209669,0.00176523,0.00210556,0.00158076
18.64,0.00175603,0.0018284,0.00197401,0.0017965,0.0014679,0.00177828,0.00162254,0.00173868,0.0019288,0.00168702,0.0019787,0.00201313,0.00159273,0.00192113,0.00185653,0.00165102,0.00140686,0.00191062,0.0019069,0.00165792,0.00196722
18.66,0.00157837,0.00182051,0.00191448,0.00164579,0.00155752,0.00176435,0.0017966,0.00191137,0.00181758,0.00171904,0.00191531,0.00158724,0.0018878,0.00177423,0.00186762,0.00198923,0.00187287,0.00195023,0.00161274,0.00156209,0.00178587
18.68,0.00150912,0.00190485,0.0014674,0.00195306,0.00196337,0.00191573,0.00201151,0.00153288,0.00175386,0.00167066,0.00136358,0.00168919,0.00212509,0.00198669,0.0017119,0.00162713,0.00186531,0.00208463,0.00164778,0.00172449,0.00184293
18.7,0.00187695,0.00168571,0.00147058,0.00183146,0.00155911,0.00183364,0.00179058,0.00207648,0.00171473,0.00175026,0.00167197,0.00183847,0.00149886,0.00165402,0.0015949,0.0019687,0.00148231,0.00179124,0.0015216,0.00152754,0.00165887
18.72,0.00160433,0.00153486,0.00201728,0.001495,0.00185647,0.00173276,0.00160591,0.00152008,0.00176038,0.00158821,0.00174132,0.00165839,0.00190582,0.00187818,0.00186322,0.00177862,0.00156409,0.0016119,0.00171704,0.00164792,0.00177712
18.74,0.00162903,0.00183175,0.00160497,0.00197818,0.00177583,0.00177116,0.00196665,0.0015601,0.00157287,0.00190831,0.0018044,0.00178543,0.00153721,0.00159945,0.00191483,0.00169501,0.0016742,0.00161059,0.00195831,0.00175615,0.00195164
18.76,0.00180885,0.00146486,0.00187477,0.00171654,0.00137274,0.00163477,0.00167963,0.00191261,0.0019944,0.00168482,0.00190959,0.0012767,0.00145205,0.00176336,0.00153459,0.00156827,0.0015908,0.00155185,0.00181371,0.00193336,0.00145603
18.78,0.00173645,0.00166751,0.00182628,0.0015656,0.00154472,0.00167704,0.00177337,0.00151795,0.00173529,0.00153892,0.00142879,0.00146269,0.00167703,0.00164034,0.00150214,0.00163524,0.001568,0.00157914,0.00179645,0.00173026,0.00181891
18.8,0.00179741,0.00180709,0.00151318,0.00154398,0.00144972,0.0015975,0.00163741,0.00147013,0.00177126,0.00154057,0.00184185,0.00191246,0.00157545,0.00167277,0.00184485,0.00162186,0.00188992,0.00154477,0.00133508,0.0017745,0.00174833
18.82,0.00182139,0.0019004,0.00169942,0.00187364,0.0016196,0.00154549,0.00159635,0.00177067,0.00193184,0.00151218,0.00157261,0.00161995,0.00167039,0.00157356,0.00146535,0.00153669,0.00190329,0.00157624,0.00169735,0.0017516,0.00183071
18.84,0.001487,0.00165469,0.0015942,0.00170357,0.00175209,0.0016818,0.00162562,0.00163205,0.00166738,0.00137188,0.00163333,0.00167702,0.0015395,0.00140414,0.00151982,0.00160721,0.00194489,0.00187441,0.0012555,0.00154549,0.00140613
18.86,0.00191796,0.00142775,0.00178354,0.00156884,0.00196752,0.0015019,0.00160034,0.00162819,0.00144897,0.00178824,0.00146676,0.00158631,0.00145649,0.0014435,0.00156083,0.00153666,0.00149151,0.00151613,0.00171173,0.00170099,0.0018554
18.88,0.0017063,0.0013789,0.00165368,0.00133055,0.00129486,0.00140108,0.00182346,0.00165879,0.00168872,0.0019478,0.00138962,0.00139497,0.00131861,0.00143944,0.00162644,0.00176292,0.0016771,0.00157662,0.00146148,0.00159845,0.00175674
18.9,0.00177982,0.00173447,0.00162343,0.00159291,0.00182892,0.00163481,0.00160129,0.00170183,0.00154922,0.00179067,0.0013211,0.00130667,0.00169358,0.0018666,0.00156448,0.00156168,0.00143116,0.00141366,0.00149571,0.00153984,0.00177953
18.92,0.0015488,0.00153274,0.00147223,0.00168906,0.00148848,0.00145742,0.00180131,0.00157769,0.00157121,0.00161842,0.00149659,0.00147091,0.00174332,0.00160338,0.00147051,0.00168422,0.00154402,0.00146639,0.001518,0.00138711,0.00139518
18.94,0.00150253,0.00165801,0.00187918,0.00157752,0.00167793,0.00168807,0.00139661,0.00156003,0.00161891,0.0014637,0.00149981,0.00152411,0.00173381,0.00151292,0.00138101,0.00134696,0.00173661,0.00145267,0.00134147,0.00146723,0.00151808
18.96,0.00141119,0.00154561,0.00143195,0.00137404,0.00119035,0.00155422,0.00139138,0.0016143,0.00134186,0.0013172,0.00140653,0.00136988,0.00126328,0.00151545,0.00159591,0.00126965,0.0014584,0.00177509,0.00138738,0.00150155,0.00175601
18.98,0.00147728,0.00177027,0.00138343,0.0016233,0.00161365,0.00123085,0.00142675,0.00153988,0.00117486,0.00177961,0.0014503,0.00134972,0.00140276,0.00173098,0.00144694,0.00114376,0.0013413,0.00150742,0.00138762,0.00160087,0.00146972
19,0.00131452,0.00137932,0.00137758,0.00168615,0.00160236,0.00146737,0.00158511,0.00128088,0.0017068,0.00150536,0.0015764,0.00141613,0.00139585,0.00167474,0.00121792,0.00155964,0.00156326,0.00155565,0.0016124,0.00163547,0.00133979
19.02,0.00127411,0.00156169,0.00150685,0.0014886,0.00144951,0.00137408,0.00152997,0.00154938,0.00150716,0.00142606,0.00118856,0.00161796,0.00179334,0.00156714,0.00155422,0.00139857,0.00152154,0.00136723,0.00160093,0.00178194,0.00165701
19.04,0.00130734,0.00162125,0.00178247,0.00155264,0.00131215,0.00121971,0.00165097,0.00129771,0.00144311,0.00134949,0.00127444,0.00138788,0.00153974,0.00179084,0.00121609,0.00157245,0.00129997,0.0014052,0.00157118,0.00152366,0.00138905
19.06,0.00172401,0.00140296,0.00151963,0.00132852,0.00170344,0.00141979,0.00133111,0.00151484,0.00146373,0.00115527,0.00128591,0.00159826,0.00124397,0.00152601,0.00132131,0.0013277,0.00136334,0.00145214,0.00157445,0.00134002,0.00136399
19.08,0.00140552,0.00159587,0.00147214,0.00122214,0.00167011,0.00141578,0.00152013,0.0016107,0.00133899,0.00121014,0.00151621,0.00152884,0.0016174,0.00131275,0.00147111,0.00133848,0.00151425,0.00161473,0.00156592,0.00139413,0.00146284
19.1,0.00158098,0.00154587,0.00172865,0.00115714,0.00143366,0.00121289,0.00149637,0.00131676,0.00143311,0.00138091,0.00136178,0.0014664,0.00163426,0.00133423,0.00146735,0.00145808,0.00153357,0.00164888,0.00158224,0.00147762,0.00145271
19.12,0.00128877,0.00134734,0.00124878,0.00138566,0.00128627,0.00177187,0.00119595,0.00139599,0.00162045,0.00122592,0.00145573,0.00139649,0.00127683,0.00131744,0.00143582,0.0013873,0.00120074,0.00132936,0.00135789,0.00122227,0.00117249
19.14,0.00139644,0.00141117,0.00142735,0.00149443,0.00134624,0.00151314,0.00150532,0.00148996,0.00133279,0.00163827,0.001302,0.00132369,0.0016607,0.00151552,0.00127381,0.001463,0.001384,0.00124251,0.00120668,0.00110213,0.00142279
19.16,0.00136733,0.00121118,0.00140006,0.00134222,0.00165036,0.00149511,0.00139675,0.00134563,0.00138992,0.00147817,0.00138863,0.001075,0.00150376,0.00124131,0.00140409,0.00133295,0.0014185,0.00120181,0.00140376,0.00152871,0.00130761
19.18,0.00137374,0.00117444,0.00119628,0.00124016,0.0013562,0.00117349,0.00119956,0.00146052,0.00124035,0.00143842,0.00137068,0.00147357,0.0013003,0.00150483,0.00142655,0.00113554,0.00127216,0.00149668,0.00138191,0.00151403,0.00125204
19.2,0.00164429,0.00125868,0.00121782,0.0012433,0.00143342,0.00152432,0.00137291,0.00129343,0.00111508,0.00168645,0.00143649,0.00140631,0.00123963,0.00149264,0.0011115,0.00147687,0.00136522,0.00129278,0.00114663,0.00109182,0.00124011
19.22,0.00136866,0.0012143,0.0013025,0.00127209,0.00126957,0.00122892,0.00143204,0.00149365,0.00126988,0.00148398,0.0012093,0.00136322,0.00139691,0.00132969,0.00153425,0.00116197,0.00107576,0.00132553,0.00136996,0.00118237,0.00133428
19.24,0.00142989,0.00122269,0.00133934,0.00148679,0.00138795,0.00127231,0.00136941,0.00145176,0.00144061,0.00131993,0.00128779,0.00104707,0.00125513,0.00139772,0.00148429,0.00151008,0.00134376,0.00139514,0.00144203,0.00124256,0.00146371
19.26,0.00109186,0.00138162,0.00151908,0.00139159,0.00126135,0.00126581,0.00096507,0.00121174,0.00132322,0.00138498,0.00135485,0.00120699,0.00132254,0.00141886,0.00125462,0.00139045,0.00137973,0.00120289,0.00123915,0.00151471,0.00139386
19.28,0.00133371,0.00156347,0.00145176,0.00134251,0.00133197,0.0011755,0.00145172,0.00130371,0.00117568,0.00138778,0.00118621,0.00139404,0.00144719,0.00137787,0.00143056,0.00155433,0.00123891,0.00136763,0.00118987,0.00131401,0.00147132
19.3,0.00130957,0.00119958,0.00124398,0.00130548,0.00114862,0.0013589,0.00134274,0.0013177,0.00136464,0.00142115,0.00142802,0.00146025,0.00118374,0.00131015,0.00105757,0.00145311,0.00112845,0.00122825,0.00120652,0.00129108,0.00141123
19.32,0.00132094,0.00138772,0.00122967,0.00130283,0.0014674,0.0015048,0.00135759,0.00150053,0.00113109,0.0012901,0.00129387,0.00137347,0.00148567,0.00128449,0.00124653,0.00132891,0.00129515,0.00126832,0.00131578,0.00129693,0.00123706
19.34,0.00119948,0.00126551,0.00123781,0.00122336,0.00130522,0.00129054,0.00113968,0.00139434,0.00150201,0.00119046,0.00118153,0.00119107,0.00099517,0.00145881,0.00126511,0.00111258,0.00136245,0.00118024,0.00145411,0.00149199,0.00109277
19.36,0.00125733,0.00142057,0.00121538,0.00124169,0.00138317,0.00128609,0.00122119,0.00105266,0.00128851,0.00128375,0.00135536,0.00132994,0.00124123,0.00138671,0.00137804,0.00133656,0.00132721,0.00131573,0.0014568,0.00117675,0.00129048
19.38,0.00139919,0.0012226,0.00115635,0.00135826,0.0012173,0.00132014,0.0014443,0.00101091,0.00125044,0.0011247,0.0012798,0.00101441,0.00117219,0.00139781,0.00134242,0.00133158,0.00124553,0.00125887,0.00116099,0.00121398,0.0011523
19.4,0.0010801,0.00122523,0.00115964,0.00135963,0.00127213,0.00140446,0.00116655,0.00134642,0.00108577,0.00122175,0.00138093,0.00111782,0.00128506,0.00146306,0.00103728,0.00130509,0.001017,0.00112094,0.0013005,0.00127242,0.00142133
19.42,0.00103248,0.00124181,0.00105223,0.00126149,0.00117578,0.00131202,0.00110648,0.00123503,0.00132316,0.00124961,0.00108585,0.00108036,0.00107168,0.00125618,0.00142034,0.00132871,0.00124351,0.00132378,0.00128911,0.00107545,0.00122321
19.44,0.00117615,0.00119107,0.00131511,0.00115269,0.0012739,0.00111164,0.00098878,0.00121283,0.00118753,0.00118689,0.00130242,0.00123044,0.00112088,0.00121581,0.00125241,0.00140272,0.00141241,0.00121593,0.00125939,0.00106821,0.00128908
19.46,0.0012057,0.00112951,0.0010043,0.00117741,0.00105079,0.00132694,0.00109323,0.00104994,0.00117474,0.00120802,0.00116522,0.0011989,0.0012826,0.00136785,0.00115432,0.00110077,0.00124088,0.00122548,0.00135054,0.00127138,0.00121549
19.48,0.00111831,0.00123409,0.00119141,0.0010758,0.00102881,0.00121621,0.00113157,0.00115089,0.00123127,0.001354,0.00110666,0.0013308,0.00110462,0.00107091,0.00125995,0.00119516,0.00091206,0.00111319,0.00141105,0.00137634,0.00126978
19.5,0.00110561,0.0009443,0.00111459,0.00117433,0.00097111,0.00119963,0.0011301,0.00110371,0.00129045,0.0010763,0.00106769,0.00128148,0.0010465,0.00119409,0.00108639,0.00100774,0.00122159,0.0011256,0.00107704,0.00109885,0.00119045
19.52,0.00111629,0.00113718,0.00104816,0.00109867,0.00128879,0.00110854,0.00105793,0.0013365,0.00097855,0.00124824,0.00103407,0.00104872,0.00123272,0.00096703,0.00098961,0.00130476,0.00122974,0.00111626,0.00111132,0.00124737,0.00108471
19.54,0.0011978,0.00121359,0.00098414,0.00111868,0.00107887,0.00126471,0.00119293,0.00116017,0.00108419,0.00106046,0.00103048,0.00105728,0.00114306,0.00120285,0.00118565,0.00120237,0.00141063,0.00127061,0.00104601,0.00129655,0.00135953
